Region Name,FBN,CloudForge NHO,CloudForge PFHO,CloudForge  Change Freeze,CloudForge NEA,Build Status,Cluster,AZ,Site,Build Type ID,Build ID,CloudForge NBD,Snapshot Day,Build Type,CloudForge Due Date,DataWare House Update Date
APJC,BJS080COLP02,11/27/2020 12:00,11/13/2020 12:00,8/14/2020 12:00,10/16/2020 12:00,TRIGGERED,BJS,BJS80,BJS80,COL,BJS080COLP02.001,8/10/2020 12:00,8/16/2020,Colo Room Build,6/23/2020,8/17/2020
US-WEST,PDX058CONP02,1/1/2020 12:00,,,,PENDING_PIRP,PDX,PDX4,PDX58,CON,PDX058CONP02.001,12/30/2018 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,SFO011CONP02,1/21/2020 12:00,,,,PIRPED,SFO,SFO9,SFO11,CON,SFO011CONP02.001,11/8/2019 12:00,8/16/2020,Conversion Build,1/21/2020,8/17/2020
EMEA,DUB009RWKK09,9/30/2020 12:00,,,,TRIGGERED,DUB,DUB2,DUB9,RWK,DUB009RWKK09.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD131ROMP03,9/21/2020 12:00,9/7/2020 12:00,6/8/2020 12:00,8/3/2020 12:00,TRIGGERED,IAD,IAD7,IAD131,ROM,IAD131ROMP03.001,8/10/2020 12:00,8/16/2020,Room Build,8/18/2020,8/17/2020
US-EAST,IAD009RWKP06,5/19/2020 12:00,,,,PENDING_PIRP,IAD,IAD1,IAD9,RWK,IAD009RWKP06.001,5/19/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,FRA053CONP20,10/12/2020 12:00,,,,PIRPED,FRA,FRA53,FRA53,CON,FRA053CONP20.001,7/24/2020 12:00,8/16/2020,Conversion Build,10/12/2020,8/17/2020
US-WEST,BOS700COLP01,7/3/2020 12:00,5/8/2020 12:00,1/17/2020 12:00,5/8/2020 12:00,PIRPED,BOS,BOS700,BOS700,COL,BOS700COLP01.001,5/19/2020 12:00,8/16/2020,Colo Room Build,3/8/2022,8/17/2020
US-EAST,IAD061CONP07,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD1,IAD61,CON,IAD061CONP07.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,DUB010RWKP83,8/31/2020 12:00,,,,PENDING_PIRP,DUB,DUB4,DUB10,RWK,DUB010RWKP83.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,LAX061COLP01,9/18/2019 12:00,9/3/2019 12:00,5/14/2019 12:00,7/21/2019 12:00,TRIGGERED,LAX,LAX61,LAX61,COL,LAX061COLP01.001,8/1/2019 12:00,8/16/2020,Colo Room Build,5/21/2021,8/17/2020
US-EAST,IAD118ROMP04,9/7/2020 12:00,8/24/2020 12:00,5/25/2020 12:00,7/27/2020 12:00,TRIGGERED,IAD,IAD6,IAD118,ROM,IAD118ROMP04.001,8/10/2020 12:00,8/16/2020,Room Build,8/9/2020,8/17/2020
US-EAST,IAD063CONP06,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD1,IAD63,CON,IAD063CONP06.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD010RWKO06,8/27/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD10,RWK,IAD010RWKO06.001,6/13/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD014RWKN01,9/23/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD14,RWK,IAD014RWKN01.001,10/4/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB057CONP101,11/9/2020 12:00,,,,PENDING_PIRP,DUB,DUB8,DUB57,CON,DUB057CONP101.001,2/29/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD060CONP06,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD60,CON,IAD060CONP06.001,3/27/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD050CONP23,5/8/2020 12:00,5/8/2020 12:00,,5/8/2020 12:00,PIRPED,IAD,IAD6,IAD50,CON,IAD050CONP23.001,5/31/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD055RWKI07,9/30/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKI07.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX050RWKM04,2/26/2020 12:00,,,,TRIGGERED,PDX,PDX1,PDX50,RWK,PDX050RWKM04.001,12/13/2019 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB052CONP20,11/9/2020 12:00,,,,PENDING_PIRP,DUB,DUB8,DUB52,CON,DUB052CONP20.001,12/31/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
MVP,DCA050CONP05,12/31/2019 12:00,,,,PENDING_PIRP,DCA,DCA50,DCA50,CON,DCA050CONP05.001,4/1/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD090INFP15,7/24/2020 12:00,7/24/2020 12:00,,7/24/2020 12:00,PIRPED,IAD,IAD12,IAD90,INF,IAD090INFP15.001,7/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD146ROMP06,10/8/2020 12:00,10/5/2020 12:00,7/6/2020 12:00,8/31/2020 12:00,TRIGGERED,IAD,IAD12,IAD146,ROM,IAD146ROMP06.001,8/10/2020 12:00,8/16/2020,Room Build,8/22/2020,8/17/2020
US-EAST,IAD014CONP23,9/30/2020 12:00,9/30/2020 12:00,,9/30/2020 12:00,PENDING_PIRP,IAD,IAD7,IAD14,CON,IAD014CONP23.001,7/28/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,CMH054CONP01,11/9/2020 12:00,,,,PENDING_PIRP,CMH,CMH51,CMH54,CON,CMH054CONP01.001,12/16/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,DUB008RWKK06,9/25/2019 12:00,,,,TRIGGERED,DUB,DUB8,DUB8,RWK,DUB008RWKK06.001,7/12/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD052RWKJ05,11/19/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD52,RWK,IAD052RWKJ05.001,9/5/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX065ROMP10,9/12/2020 12:00,8/31/2020 12:00,6/1/2020 12:00,8/3/2020 12:00,TRIGGERED,PDX,PDX2,PDX65,ROM,PDX065ROMP10.001,8/10/2020 12:00,8/16/2020,Room Build,10/20/2020,8/17/2020
EMEA,DUB050RWKP01,8/31/2020 12:00,,,,PENDING_PIRP,DUB,DUB4,DUB50,RWK,DUB050RWKP01.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD055RWKE03,11/13/2019 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKE03.001,11/24/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD015CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD15,CON,IAD015CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD068INFP07,8/17/2020 12:00,8/17/2020 12:00,,8/3/2020 12:00,PENDING_PIRP,IAD,IAD62,IAD68,INF,IAD068INFP07.001,8/1/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,CMH050INFP10,7/17/2020 12:00,7/17/2020 12:00,,5/15/2020 12:00,PIRPED,CMH,CMH50,CMH50,INF,CMH050INFP10.001,6/26/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
MVP,DCA054RWKP01,6/30/2020 12:00,,,,PENDING_PIRP,DCA,DCA54,DCA54,RWK,DCA054RWKP01.001,12/31/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD092CONP01,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD92,CON,IAD092CONP01.001,5/31/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD055RWKO12,10/31/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKO12.001,8/17/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD014RWKO05,10/23/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD14,RWK,IAD014RWKO05.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD015RWKP88,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD15,RWK,IAD015RWKP88.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD095CONP05,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD95,CON,IAD095CONP05.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,PDX004INFP21,5/15/2020 12:00,,,,PENDING_PIRP,PDX,PDX4,PDX4,INF,PDX004INFP21.001,1/1/2040 12:00,8/16/2020,Infill Build,1/1/2040,8/17/2020
US-WEST,PDX066ROMP03,11/2/2020 12:00,10/19/2020 12:00,7/20/2020 12:00,9/14/2020 12:00,TRIGGERED,PDX,PDX1,PDX66,ROM,PDX066ROMP03.001,8/10/2020 12:00,8/16/2020,Room Build,9/15/2020,8/17/2020
US-EAST,IAD091CONP03,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD91,CON,IAD091CONP03.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD080CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD80,CON,IAD080CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD007CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD7,CON,IAD007CONP20.001,5/30/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,CMH050CONP20,11/9/2020 12:00,,,,PENDING_PIRP,CMH,CMH50,CMH50,CON,CMH050CONP20.001,9/25/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
APJC,SYD070CONP21,11/9/2020 12:00,,,,PENDING_PIRP,SYD,SYD7,SYD70,CON,SYD070CONP21.001,6/30/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,PDX091ROMP01,10/8/2020 12:00,9/10/2020 12:00,5/28/2020 12:00,8/10/2020 12:00,TRIGGERED,PDX,PDX4,PDX91,ROM,PDX091ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,3/5/2021,8/17/2020
EMEA,DUB055CONP02,11/9/2020 12:00,,,,PENDING_PIRP,DUB,DUB2,DUB55,CON,DUB055CONP02.001,10/1/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD064INFP16,8/28/2020 12:00,8/28/2020 12:00,,7/31/2020 12:00,PIRPED,IAD,IAD55,IAD64,INF,IAD064INFP16.001,5/29/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD055RWKP85,6/26/2020 12:00,,,,PENDING_PIRP,IAD,IAD55,IAD55,RWK,IAD055RWKP85.001,6/26/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD016INFP60,8/3/2020 12:00,8/3/2020 12:00,,8/3/2020 12:00,PENDING_PIRP,IAD,IAD12,IAD16,INF,IAD016INFP60.001,8/31/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,PDX065ROMP09,8/17/2020 12:00,8/3/2020 12:00,5/4/2020 12:00,7/6/2020 12:00,TRIGGERED,PDX,PDX2,PDX65,ROM,PDX065ROMP09.001,8/10/2020 12:00,8/16/2020,Room Build,9/22/2020,8/17/2020
US-WEST,SFO009RWKN02,12/18/2020 12:00,,,,TRIGGERED,SFO,SFO9,SFO9,RWK,SFO009RWKN02.001,10/4/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD050RWKP91,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD50,RWK,IAD050RWKP91.001,6/30/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD062CONP08,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD62,IAD62,CON,IAD062CONP08.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD011RWKO05,9/30/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD11,RWK,IAD011RWKO05.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD011RWKN11,10/15/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD11,RWK,IAD011RWKN11.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD057RWKP01,5/4/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD57,RWK,IAD057RWKP01.001,5/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD052INFP19,9/4/2020 12:00,,,,PIRPED,IAD,IAD7,IAD52,INF,IAD052INFP19.001,8/31/2020 12:00,8/16/2020,Infill Build,1/5/2021,8/17/2020
US-EAST,IAD052RWKP86,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD52,RWK,IAD052RWKP86.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,KIX051RWKP04,2/29/2020 12:00,,,,PENDING_PIRP,KIX,KIX51,KIX51,RWK,KIX051RWKP04.001,2/29/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD074CONP08,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD74,CON,IAD074CONP08.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,ATL700COLP01,9/9/2020 12:00,7/15/2020 12:00,3/25/2020 12:00,7/15/2020 12:00,PIRPED,ATL,ATL700,ATL700,COL,ATL700COLP01.001,12/18/2020 12:00,8/16/2020,Colo Room Build,6/1/2022,8/17/2020
US-WEST,CMH090COLP01,1/1/2020 12:00,,9/11/2019 12:00,,PENDING_PIRP,CMH,CMH90,CMH90,COL,CMH090COLP01.001,1/1/2020 12:00,8/16/2020,Colo Room Build,,8/17/2020
APJC,BOM053CONP06,1/1/2020 12:00,,,,PENDING_PIRP,BOM,BOM53,BOM53,CON,BOM053CONP06.001,7/30/2018 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,SFO021RWKO05,11/14/2020 12:00,,,,TRIGGERED,SFO,SFO6,SFO21,RWK,SFO021RWKO05.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,SFO008RWKI01,4/30/2020 12:00,,,,TRIGGERED,SFO,SFO8,SFO8,RWK,SFO008RWKI01.001,4/30/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,ICN053RWKP05,9/11/2020 12:00,,,,PENDING_PIRP,ICN,ICN53,ICN53,RWK,ICN053RWKP05.001,9/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD064CONP21,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD55,IAD64,CON,IAD064CONP21.001,4/14/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD055CONP17,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD55,IAD55,CON,IAD055CONP17.001,10/31/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD013CONP22,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD13,CON,IAD013CONP22.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-WEST,PDX090INFP02,9/4/2020 12:00,9/4/2020 12:00,,9/4/2020 12:00,PIRPED,PDX,PDX4,PDX90,INF,PDX090INFP02.001,12/1/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB052RWKP83,8/31/2020 12:00,,,,PENDING_PIRP,DUB,DUB8,DUB52,RWK,DUB052RWKP83.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB074INFP03,9/18/2020 12:00,9/18/2020 12:00,,9/18/2020 12:00,PIRPED,DUB,DUB4,DUB74,INF,DUB074INFP03.001,8/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD075CONP20,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD75,CON,IAD075CONP20.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD024RWKO09,10/4/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD24,RWK,IAD024RWKO09.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD010CONP07,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD10,CON,IAD010CONP07.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD001RWKL02,5/14/2020 12:00,,,,TRIGGERED,IAD,IAD1,IAD1,RWK,IAD001RWKL02.001,12/31/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,PDX067ROMP04,12/28/2020 12:00,12/14/2020 12:00,9/14/2020 12:00,11/2/2020 12:00,TRIGGERED,PDX,PDX2,PDX67,ROM,PDX067ROMP04.001,10/19/2020 12:00,8/16/2020,Room Build,12/15/2020,8/17/2020
EMEA,DUB054CONP21,9/4/2020 12:00,9/4/2020 12:00,,9/4/2020 12:00,PIRPED,DUB,DUB4,DUB54,CON,DUB054CONP21.001,7/31/2020 12:00,8/16/2020,Conversion Build,10/30/2020,8/17/2020
EMEA,DUB051BRKP01,10/18/2019 12:00,,,,PENDING_PIRP,DUB,DUB4,DUB51,BRK,DUB051BRKP01.001,10/18/2019 12:00,8/16/2020,Emergent brick process,,8/17/2020
EMEA,DUB050INFP43,9/25/2020 12:00,,,,PIRPED,DUB,DUB4,DUB50,INF,DUB050INFP43.001,7/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD032RWKL01,5/4/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD32,RWK,IAD032RWKL01.001,2/19/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD014RWKP88,5/19/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD14,RWK,IAD014RWKP88.001,5/19/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,SFO008INFP13,5/15/2020 12:00,5/15/2020 12:00,,5/15/2020 12:00,PIRPED,SFO,SFO8,SFO8,INF,SFO008INFP13.001,1/1/2040 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
APJC,SYD053ANXP02,9/30/2020 12:00,5/22/2020 12:00,2/21/2020 12:00,4/24/2020 12:00,LLE_RFQ,SYD,SYD5,SYD53,ANX,SYD053ANXP02.001,8/10/2020 12:00,8/16/2020,Annex,9/13/2021,8/17/2020
US-EAST,IAD051RWKL01,6/5/2020 12:00,,,,TRIGGERED,IAD,IAD12,IAD51,RWK,IAD051RWKL01.001,6/5/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD007RWKP89,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD7,RWK,IAD007RWKP89.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,SIN004CONP22,11/9/2020 12:00,,,,PENDING_PIRP,SIN,SIN4,SIN4,CON,SIN004CONP22.001,8/28/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD001RWKK03,9/15/2020 12:00,,,,TRIGGERED,IAD,IAD1,IAD1,RWK,IAD001RWKK03.001,7/2/2019 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB074ROMP08,12/15/2020 12:00,11/30/2020 12:00,8/31/2020 12:00,11/3/2020 12:00,TRIGGERED,DUB,DUB4,DUB74,ROM,DUB074ROMP08.001,8/10/2020 12:00,8/16/2020,Room Build,12/1/2020,8/17/2020
US-WEST,SFO021RWKL03,9/11/2020 12:00,,,,TRIGGERED,SFO,SFO6,SFO21,RWK,SFO021RWKL03.001,5/17/2020 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,ICN052RWKP04,10/8/2019 12:00,,,,PENDING_PIRP,ICN,ICN52,ICN52,RWK,ICN052RWKP04.001,10/8/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD064INFP15,8/28/2020 12:00,8/28/2020 12:00,,8/17/2020 12:00,PIRPED,IAD,IAD55,IAD64,INF,IAD064INFP15.001,5/29/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
EMEA,DUB010INFP22,10/31/2020 12:00,10/31/2020 12:00,,10/31/2020 12:00,PIRPED,DUB,DUB4,DUB10,INF,DUB010INFP22.001,10/30/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD032CONP04,4/29/2020 12:00,4/29/2020 12:00,,4/29/2020 12:00,PENDING_PIRP,IAD,IAD6,IAD32,CON,IAD032CONP04.001,5/31/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD056RWKP01,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD56,RWK,IAD056RWKP01.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,FRA053RWKP02,5/21/2020 12:00,,,,PENDING_PIRP,FRA,FRA53,FRA53,RWK,FRA053RWKP02.001,9/20/2019 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,BJS020CONP22,8/21/2020 12:00,8/21/2020 12:00,,8/21/2020 12:00,PIRPED,BJS,BJS20,BJS20,CON,BJS020CONP22.001,9/16/2020 12:00,8/16/2020,Conversion Build,10/15/2020,8/17/2020
US-EAST,IAD118ROMP01,8/17/2020 12:00,8/3/2020 12:00,4/20/2020 12:00,6/15/2020 12:00,TRIGGERED,IAD,IAD6,IAD118,ROM,IAD118ROMP01.001,8/10/2020 12:00,8/16/2020,Room Build,7/10/2020,8/17/2020
US-EAST,IAD007INFP17,9/2/2020 12:00,9/2/2020 12:00,,9/2/2020 12:00,PIRPED,IAD,IAD7,IAD7,INF,IAD007INFP17.001,5/29/2020 12:00,8/16/2020,Infill Build,1/7/2021,8/17/2020
US-WEST,SFO009RWKL03,10/15/2020 12:00,,,,TRIGGERED,SFO,SFO9,SFO9,RWK,SFO009RWKL03.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD054CONP04,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD6,IAD54,CON,IAD054CONP04.001,9/1/2019 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD079INFP25,10/2/2020 12:00,,,,PIRPED,IAD,IAD6,IAD79,INF,IAD079INFP25.001,7/31/2020 12:00,8/16/2020,Infill Build,1/25/2021,8/17/2020
US-WEST,PDX056INFP13,8/26/2020 12:00,8/26/2020 12:00,,8/12/2020 12:00,PIRPED,PDX,PDX1,PDX56,INF,PDX056INFP13.001,12/20/2019 12:00,8/16/2020,Infill Build,2/8/2021,8/17/2020
EMEA,DUB054CONP20,10/16/2020 12:00,10/16/2020 12:00,,10/16/2020 12:00,PIRPED,DUB,DUB4,DUB54,CON,DUB054CONP20.001,9/30/2020 12:00,8/16/2020,Conversion Build,9/4/2020,8/17/2020
US-EAST,IAD016RWKM03,9/30/2020 12:00,,,,TRIGGERED,IAD,IAD12,IAD16,RWK,IAD016RWKM03.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD010RWKK04,5/7/2020 12:00,,,,TRIGGERED,IAD,IAD6,IAD10,RWK,IAD010RWKK04.001,2/22/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB052RWKN03,5/16/2020 12:00,,,,TRIGGERED,DUB,DUB8,DUB52,RWK,DUB052RWKN03.001,3/2/2020 12:00,8/16/2020,Rework Build,,8/17/2020
EMEA,DUB066INFP02,9/28/2020 12:00,9/28/2020 12:00,,9/14/2020 12:00,PIRPED,DUB,DUB2,DUB66,INF,DUB066INFP02.001,7/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-EAST,IAD065INFP06,9/4/2020 12:00,9/4/2020 12:00,,9/4/2020 12:00,PIRPED,IAD,IAD1,IAD65,INF,IAD065INFP06.001,7/31/2020 12:00,8/16/2020,Infill Build,1/4/2021,8/17/2020
US-WEST,SFO021RWKO06,10/25/2020 12:00,,,,TRIGGERED,SFO,SFO6,SFO21,RWK,SFO021RWKO06.001,8/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD146ROMP09,10/29/2020 12:00,10/5/2020 12:00,7/6/2020 12:00,8/31/2020 12:00,TRIGGERED,IAD,IAD12,IAD146,ROM,IAD146ROMP09.001,8/10/2020 12:00,8/16/2020,Room Build,9/15/2020,8/17/2020
EMEA,BAH052CONP02,8/17/2020 12:00,8/17/2020 12:00,,8/3/2020 12:00,PIRPED,BAH,BAH52,BAH52,CON,BAH052CONP02.001,1/17/2020 12:00,8/16/2020,Conversion Build,5/12/2020,8/17/2020
EMEA,DUB009CONP26,11/6/2020 12:00,11/6/2020 12:00,,10/30/2020 12:00,PIRPED,DUB,DUB2,DUB9,CON,DUB009CONP26.001,12/31/2020 12:00,8/16/2020,Conversion Build,10/8/2020,8/17/2020
US-EAST,IAD146ROMP04,9/6/2020 12:00,8/31/2020 12:00,6/1/2020 12:00,8/3/2020 12:00,TRIGGERED,IAD,IAD12,IAD146,ROM,IAD146ROMP04.001,8/10/2020 12:00,8/16/2020,Room Build,8/22/2020,8/17/2020
US-EAST,IAD055RWKH05,9/30/2020 12:00,,,,TRIGGERED,IAD,IAD55,IAD55,RWK,IAD055RWKH05.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD014RWKP90,9/30/2020 12:00,,,,PENDING_PIRP,IAD,IAD7,IAD14,RWK,IAD014RWKP90.001,8/31/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD014RWKO16,10/16/2020 12:00,,,,TRIGGERED,IAD,IAD7,IAD14,RWK,IAD014RWKO16.001,10/11/2020 12:00,8/16/2020,Rework Build,,8/17/2020
US-WEST,CMH052CONP22,11/9/2020 12:00,,,,PENDING_PIRP,CMH,CMH52,CMH52,CON,CMH052CONP22.001,9/25/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
EMEA,FRA053RWKL01,12/24/2020 12:00,,,,TRIGGERED,FRA,FRA53,FRA53,RWK,FRA053RWKL01.001,10/10/2019 12:00,8/16/2020,Rework Build,,8/17/2020
US-EAST,IAD145CONP04,11/9/2020 12:00,,,,PENDING_PIRP,IAD,IAD12,IAD145,CON,IAD145CONP04.001,8/31/2020 12:00,8/16/2020,Conversion Build,11/9/2020,8/17/2020
US-EAST,IAD001RWKJ03,9/21/2019 12:00,,,,TRIGGERED,IAD,IAD1,IAD1,RWK,IAD001RWKJ03.001,5/27/2019 12:00,8/16/2020,Rework Build,,8/17/2020
APJC,NRT064COLP02,10/15/2020 12:00,10/1/2020 12:00,6/11/2020 12:00,9/1/2020 12:00,TRIGGERED,NRT,NRT12,NRT64,COL,NRT064COLP02.001,8/10/2020 12:00,8/16/2020,Colo Room Build,11/11/2020,8/17/2020
